"DVSN","STTN FROM","STTN TO","RR NO.","RR DATE","FNR","P/T","INVC NO.","INVC DATE","CMDT","CNSR","CNSR GSTIN","CNSG","CNSG GSTIN","RLY GSTIN","TAX INVCID","FREIGHT PAID BY","ADVANCE FREIGHT SCHEME","ROUND TRIP TRAFFIC","CHRG WGHT","ACTL WGHT","CHRG CLSS","RATE(Q)","BSC FRGT","POL","TOTL FRGT(EXCLUDE GST)","IGST","CGST","SGST","UGST","TOTL GST","TDS IGST","TDS CGST","TDS SGST","TDS UGST","TOTL TDS","TDS REGISTRATION NO.","TOTL FRGT(INCLUDE GST)","DMRG","P/M","OTHR CHRG CODE","OTHR CHRG AMNT","REBATE CODE","REBATE AMNT","E-PAYID"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","38825.28","","","SB00D8F025"
"CKP","PBSB","NHSB","261008268","16-04-2026","26041320288","P","17","15-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140677","CNSG","N","N","3797.4","3751.8","165","203.5","772770.9","0","933136","0","23328.4","23328.4","0","46657","","","","","","","979793","","E","DPO","115934.62","","","SB00D8F57D"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44429.58","","","SB00D8F57D"
"CKP","PBSB","NHSB","261008269","16-04-2026","26041525573","P","18","15-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140681","CNSG","N","N","3389.4","3360.6","165","203.5","689742.9","0","832878","0","20821.95","20821.95","0","41644","","","","","","","874522","","E","DPO","103478.38","","","SB00D8F5CB"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","39655.98","","","SB00D8F5CB"
"CKP","PBSB","NHSB","261008272","17-04-2026","26041404146","P","19","16-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140727","CNSG","N","N","3771","3711","165","203.5","767398.5","0","1327222","0","33180.55","33180.55","0","66362","","","","","","","1393584","","E","DCLA","48600","","","SB00D8FC62"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","115128.63","","","SB00D8FC62"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44120.7","","","SB00D8FC62"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","351973.74","","","SB00D8FC62"
"CKP","PBSB","NHSB","261008273","18-04-2026","26041705470","P","20","17-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140759","CNSG","N","N","3386.8","3340.8","165","203.5","689213.8","0","832239","0","20805.98","20805.98","0","41612","","","","","","","873851","","E","DPO","103399","","","SB00D900C2"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","39625.56","","","SB00D900C2"
"CKP","PBSB","NHSB","261008276","18-04-2026","26041523292","P","21","17-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140771","CNSG","N","N","3315","3269.8","165","203.5","674602.5","0","814595","0","20364.88","20364.88","0","40730","","","","","","","855325","","E","DPO","101206.95","","","SB00D90392"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","38785.5","","","SB00D90392"
"CKP","PBSB","NHSB","261008277","19-04-2026","26041806292","P","22","18-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140805","CNSG","N","N","3801.4","3613.2","165","203.5","773584.9","0","965913","0","24147.83","24147.83","0","48296","","","","","","","1014209","","E","DCLA","24750","","","SB00D90807"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","116056.74","","","SB00D90807"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44476.38","","","SB00D90807"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","7044.13","","","SB00D90807"
"CKP","PBSB","NHSB","261008278","19-04-2026","26041822564","P","23","18-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140809","CNSG","N","N","3451.8","3411.2","165","203.5","702441.3","0","848211","0","21205.28","21205.28","0","42411","","","","","","","890622","","E","DPO","105383.45","","","SB00D908A8"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","40386.06","","","SB00D908A8"
"CKP","PBSB","NHSB","261008279","19-04-2026","26041829248","P","24","18-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140824","CNSG","N","N","3754","3675.8","165","203.5","763939","0","1062104","0","26552.6","26552.6","0","53106","","","","","","","1115210","","E","DCLA","32400","","","SB00D90B89"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","114609.62","","","SB00D90B89"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43921.8","","","SB00D90B89"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PCLA","8100","","","SB00D90B89"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","99133.18","","","SB00D90B89"
"CKP","PBSB","NHSB","261008281","20-04-2026","26041916012","P","25","19-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140850","CNSG","N","N","3797.4","3751.2","165","203.5","772770.9","0","933136","0","23328.4","23328.4","0","46657","","","","","","","979793","","E","DPO","115934.62","","","SB00D90FD8"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44429.58","","","SB00D90FD8"
"CKP","PBSB","NHSB","261008283","21-04-2026","26041919329","P","26","20-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140903","CNSG","N","N","3817.6","3708.2","165","203.5","776881.6","0","999557","0","24988.93","24988.93","0","49978","","","","","","","1049535","","E","DCLA","33000","","","SB00D91735"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","116551.33","","","SB00D91735"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44665.92","","","SB00D91735"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","28457.35","","","SB00D91735"
"CKP","PBSB","NHSB","261008284","21-04-2026","26042018210","P","27","20-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140904","CNSG","N","N","3798","3745.2","165","203.5","772893","0","933283","0","23332.08","23332.08","0","46665","","","","","","","979948","","E","DPO","115952.94","","","SB00D91739"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44436.6","","","SB00D91739"
"CKP","PBSB","NHSB","261008285","21-04-2026","26042028217","P","28","20-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140915","CNSG","N","N","3726.4","3682.8","165","203.5","758322.4","0","839857","0","20996.43","20996.43","0","41993","","","","","","","881850","","E","DPO","113766.99","","","SB00D91933"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43598.88","","","SB00D91933"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","75832.24","SB00D91933"
"CKP","PBSB","NHSB","261008287","22-04-2026","26041919541","P","29","21-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140949","CNSG","N","N","3483","3427.8","165","203.5","708790.5","0","1007068","0","25176.7","25176.7","0","50354","","","","","","","1057422","","E","DCLA","37500","","","SB00D91DBD"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","106335.99","","","SB00D91DBD"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","40751.1","","","SB00D91DBD"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","113689.52","","","SB00D91DBD"
"CKP","PBSB","NHSB","241000378","22-04-2026","26042121198","P","30","21-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140983","CNSG","N","N","3349","3302.8","165","203.5","681521.5","0","978015","0","24450.38","24450.38","0","48901","","","","","","","1026916","","E","DCLA","36000","","","SB00D9230E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","102244.97","","","SB00D9230E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","39183.3","","","SB00D9230E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PCLA","7200","","","SB00D9230E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","111864.25","","","SB00D9230E"
"CKP","PBSB","NHSB","261008290","23-04-2026","26042205870","P","31","22-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154141033","CNSG","N","N","3757.6","3656.4","165","203.5","764671.6","0","1126688","0","28167.2","28167.2","0","56335","","","","","","","1183023","","E","DCLA","32400","","","SB00D929F6"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","114719.53","","","SB00D929F6"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43963.92","","","SB00D929F6"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","170931.99","","","SB00D929F6"
"CKP","PBSB","NHSB","261008291","24-04-2026","26042205533","P","32","23-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154141049","CNSG","N","N","3727","3676.8","165","203.5","758444.5","0","915836","0","22895.9","22895.9","0","45792","","","","","","","961628","","E","DPO","113785.31","","","SB00D92B85"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43605.9","","","SB00D92B85"
"CKP","PBSB","NHSB","261008294","24-04-2026","26042402084","P","33","24-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154141079","CNSG","N","N","3734.4","3695.4","165","203.5","759950.4","0","841660","0","21041.5","21041.5","0","42083","","","","","","","883743","","E","DPO","114011.23","","","SB00D9305C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43692.48","","","SB00D9305C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","75995.04","SB00D9305C"
"CKP","PBSB","NHSB","261008298","26-04-2026","26042518491","P","34","25-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154141168","CNSG","N","N","3732.2","3695.6","165","203.5","759502.7","0","841164","0","21029.1","21029.1","0","42059","","","","","","","883223","","E","DPO","113944.07","","","SB00D93C19"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43666.74","","","SB00D93C19"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","75950.27","SB00D93C19"
"CKP","PBSB","NHSB","261008302","28-04-2026","26042701684","P","35","27-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154141251","CNSG","N","N","3731","3519.6","165","203.5","759258.5","0","867721","0","21693.03","21693.03","0","43387","","","","","","","911108","","E","DCLA","24300","","","SB00D94869"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","113907.43","","","SB00D94869"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43652.7","","","SB00D94869"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","2527.47","","","SB00D94869"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","75925.85","SB00D94869"
"CKP","PBSB","NHSB","261008304","28-04-2026","26042727576","P","36","27-04-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154141274","CNSG","N","N","3751.8","3670","165","203.5","763491.3","0","1007036","0","25175.9","25175.9","0","50352","","","","","","","1057388","","E","DCLA","32400","","","SB00D94C06"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","114542.45","","","SB00D94C06"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43896.06","","","SB00D94C06"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PCLA","8100","","","SB00D94C06"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","44605.41","","","SB00D94C06"
"CKP","PBSB","NHSB","261008305","28-04-2026","26042307220","P","37","27-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154141297","CNSG","N","N","3316.6","3278","165","203.5","674928.1","0","814989","0","20374.73","20374.73","0","40750","","","","","","","855739","","E","DPO","101255.8","","","SB00D94E81"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","38804.22","","","SB00D94E81"
"CKP","PBSB","NHSB","261008310","01-05-2026","26042316413","P","38","30-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140009","CNSG","N","N","3662.6","3614","165","203.5","745339.1","0","900011","0","22500.28","22500.28","0","45001","","","","","","","945012","","E","DPO","111819.18","","","SB00D962C2"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","42852.42","","","SB00D962C2"
"CKP","PBSB","NHSB","261008312","01-05-2026","26043032563","P","39","01-05-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140031","CNSG","N","N","3317.8","3277.6","165","203.5","675172.3","0","747766","0","18694.15","18694.15","0","37389","","","","","","","785155","","E","DPO","101292.43","","","SB00D9658F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","38818.26","","","SB00D9658F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","67517.23","SB00D9658F"
"CKP","PBSB","NHSB","261008314","02-05-2026","26050117932","P","40","01-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140068","CNSG","N","N","3456.6","3405","165","203.5","703418.1","0","849391","0","21234.78","21234.78","0","42470","","","","","","","891861","","E","DPO","105530","","","SB00D96A98"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","40442.22","","","SB00D96A98"
"CKP","PBSB","NHSB","261008315","03-05-2026","26050208155","P","41","02-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140099","CNSG","N","N","3801.6","3753.4","165","203.5","773625.6","0","934168","0","23354.2","23354.2","0","46709","","","","","","","980877","","E","DPO","116062.85","","","SB00D96F3B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44478.72","","","SB00D96F3B"
"CKP","PBSB","NHSB","261008316","03-05-2026","26050219805","P","42","02-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140120","CNSG","N","N","3744","3659.8","165","203.5","761904","0","963387","0","24084.68","24084.68","0","48170","","","","","","","1011557","","E","DCLA","24300","","","SB00D971EB"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","114304.32","","","SB00D971EB"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43804.8","","","SB00D971EB"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","19072.99","","","SB00D971EB"
"CKP","PBSB","NHSB","261008320","04-05-2026","26050324976","P","43","03-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140202","CNSG","N","N","3800.8","3752.2","165","203.5","773462.8","0","933971","0","23349.28","23349.28","0","46699","","","","","","","980670","","E","DPO","116038.42","","","SB00D97B47"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44469.36","","","SB00D97B47"
"CKP","PBSB","NHSB","261008321","05-05-2026","26050317930","P","44","04-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140206","CNSG","N","N","3775.4","3726.8","165","203.5","768293.9","0","1164205","0","29105.13","29105.13","0","58211","","","","","","","1222416","","E","DCLA","48600","","","SB00D97CC3"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","115262.96","","","SB00D97CC3"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44172.18","","","SB00D97CC3"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","187875.56","","","SB00D97CC3"
"CKP","PBSB","NHSB","261008323","05-05-2026","26050424966","P","45","04-05-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140225","CNSG","N","N","3450.8","3398.4","165","203.5","702237.8","0","777742","0","19443.55","19443.55","0","38888","","","","","","","816630","","E","DPO","105352.92","","","SB00D97E88"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","40374.36","","","SB00D97E88"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","70223.78","SB00D97E88"
"CKP","PBSB","NHSB","261008324","06-05-2026","26050513747","P","46","05-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140257","CNSG","N","N","3798.8","3755","165","203.5","773055.8","0","933480","0","23337","23337","0","46674","","","","","","","980154","","E","DPO","115977.36","","","SB00D98409"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44445.96","","","SB00D98409"
"CKP","PBSB","NHSB","261008327","07-05-2026","26050601981","P","47","06-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140309","CNSG","N","N","3827","3763.4","165","203.5","778794.5","0","1051340","0","26283.5","26283.5","0","52567","","","","","","","1103907","","E","DCLA","33000","","","SB00D98AC0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","116838.31","","","SB00D98AC0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44775.9","","","SB00D98AC0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","77930.6","","","SB00D98AC0"
"CKP","PBSB","NHSB","261008328","07-05-2026","26050627314","P","48","06-05-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140320","CNSG","N","N","3455.8","3401.4","165","203.5","703255.3","0","849194","0","21229.85","21229.85","0","42460","","","","","","","891654","","E","DPO","105505.57","","","SB00D98C34"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","40432.86","","","SB00D98C34"
"CKP","PBSB","NHSB","241000380","08-05-2026","26050726554","P","49","07-05-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140368","CNSG","N","N","3414.8","3360.4","165","203.5","694911.8","0","929179","0","23229.48","23229.48","0","46459","","","","","","","975638","","E","DCLA","29400","","","SB00D993D7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","104253.84","","","SB00D993D7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","39953.16","","","SB00D993D7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","60659.6","","","SB00D993D7"
"CKP","PBSB","NHSB","261008330","08-05-2026","26050733147","P","50","08-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140385","CNSG","N","N","3727","3662.8","165","203.5","758444.5","0","915836","0","22895.9","22895.9","0","45792","","","","","","","961628","","E","DPO","113785.31","","","SB00D9960B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43605.9","","","SB00D9960B"
"CKP","PBSB","NHSB","261008331","09-05-2026","26050803783","P","51","08-05-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140409","CNSG","N","N","3312.6","3263.6","165","203.5","674114.1","0","814006","0","20350.15","20350.15","0","40701","","","","","","","854707","","E","DPO","101133.68","","","SB00D9997D"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","38757.42","","","SB00D9997D"
"CKP","PBSB","NHSB","261008332","09-05-2026","26050821947","P","52","08-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140434","CNSG","N","N","3830.2","3775","165","203.5","779445.7","0","1046697","0","26167.43","26167.43","0","52335","","","","","","","1099032","","E","DCLA","33000","","","SB00D99D6F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","116936.01","","","SB00D99D6F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44813.34","","","SB00D99D6F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","72501.19","","","SB00D99D6F"
"CKP","PBSB","NHSB","261008333","10-05-2026","26050725379","P","53","09-05-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140457","CNSG","N","N","3390.8","3277.8","165","203.5","690027.8","0","858735","0","21468.38","21468.38","0","42937","","","","","","","901672","","E","DCLA","22050","","","SB00D9A01B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","103521.12","","","SB00D9A01B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","39672.36","","","SB00D9A01B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","3463.57","","","SB00D9A01B"
"CKP","PBSB","NHSB","261008335","10-05-2026","26050925234","P","54","10-05-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140491","CNSG","N","N","3799.8","3740","165","203.5","773259.3","0","933725","0","23343.13","23343.13","0","46687","","","","","","","980412","","E","DPO","116007.89","","","SB00D9A4D1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","44457.66","","","SB00D9A4D1"
"CKP","PBSB","NHSB","261008338","11-05-2026","26051016144","P","55","11-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140545","CNSG","N","N","3316.6","3251.8","165","203.5","674928.1","0","814989","0","20374.73","20374.73","0","40750","","","","","","","855739","","E","DPO","101255.8","","","SB00D9AC93"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","38804.22","","","SB00D9AC93"
"CKP","PBSB","NHSB","261008339","12-05-2026","26051112156","P","56","11-05-2026","1011292","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140573","CNSG","N","N","3738.2","3590.6","165","203.5","760723.7","0","951243","0","23781.08","23781.08","0","47563","","","","","","","998806","","E","DCLA","24300","","","SB00D9B0FD"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","114127.25","","","SB00D9B0FD"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","43736.94","","","SB00D9B0FD"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","8354.68","","","SB00D9B0FD"
"CKP","PBSB","NHSB","261008340","12-05-2026","26051123286","P","57","11-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140574","CNSG","N","N","3385.2","3345.8","165","203.5","688888.2","0","762957","0","19073.93","19073.93","0","38148","","","","","","","801105","","E","DPO","103350.16","","","SB00D9B112"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","39606.84","","","SB00D9B112"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","68888.82","SB00D9B112"
"CKP","PBSB","NHSB","241000381","13-05-2026","26051203111","P","58","12-05-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926052154140616","CNSG","N","N","3346.4","3288","165","203.5","680992.4","0","1033643","0","25841.08","25841.08","0","51683","","","","","","","1085326","","E","DCLA","36000","","","SB00D9B61C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","102165.59","","","SB00D9B61C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","39152.88","","","SB00D9B61C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","175331.68","","","SB00D9B61C"
"CKP","PBSB","NHSB","261008248","08-04-2026","26040726795","P","8","07-04-2026","1421318","SAIL","21AAACS7062F2ZP","SAIL","21AAACS7062F2ZP","21AAAGM0289C1ZV","9926042154140299","CNSG","N","N","3537.8","3418.6","165","203.5","719942.3","0","834014","0","20850.35","20850.35","0","41701","","","","","","","875715","","E","DCLA","22950","","","SB00D8BDF7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","108009.03","","","SB00D8BDF7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","41392.26","","","SB00D8BDF7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","13713.86","","","SB00D8BDF7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","71994.23","SB00D8BDF7"
