"DVSN","STTN FROM","STTN TO","RR NO.","RR DATE","FNR","P/T","INVC NO.","INVC DATE","CMDT","CNSR","CNSR GSTIN","CNSG","CNSG GSTIN","RLY GSTIN","TAX INVCID","FREIGHT PAID BY","ADVANCE FREIGHT SCHEME","ROUND TRIP TRAFFIC","CHRG WGHT","ACTL WGHT","CHRG CLSS","RATE(Q)","BSC FRGT","POL","TOTL FRGT(EXCLUDE GST)","IGST","CGST","SGST","UGST","TOTL GST","TDS IGST","TDS CGST","TDS SGST","TDS UGST","TOTL TDS","TDS REGISTRATION NO.","TOTL FRGT(INCLUDE GST)","DMRG","P/M","OTHR CHRG CODE","OTHR CHRG AMNT","REBATE CODE","REBATE AMNT","E-PAYID"
"ASN","BSCS","DSEY","262251524","02-05-2026","26043015229","P","19","02-05-2026","3312746","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926052053120044","CNSR","N","N","65.1","62.8","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D9687B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D9687B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D9687B"
"ASN","BSCS","DSEY","262250927","25-04-2026","26042321567","P","2","24-04-2026","3443223","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926042053122315","CNSR","N","N","65.1","58.7","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D932B4"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D932B4"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D932B4"
"ASN","BSCS","DSEY","262251525","02-05-2026","26043015238","P","20","02-05-2026","3312746","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926052053120045","CNSR","N","N","65.1","60.4","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D9687D"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D9687D"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D9687D"
"ASN","BSCS","DSEY","262251526","02-05-2026","26043015247","P","21","02-05-2026","3312746","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926052053120046","CNSR","N","N","65.1","62","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D9687E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D9687E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D9687E"
"ASN","BSCS","DSEY","262251527","02-05-2026","26043015256","P","22","02-05-2026","3312746","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926052053120047","CNSR","N","N","65.1","60","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D96882"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D96882"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D96882"
"ASN","BSCS","DSEY","262251528","02-05-2026","26043015265","P","23","02-05-2026","3312746","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926052053120048","CNSR","N","N","65.1","64.5","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D96884"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D96884"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D96884"
"ASN","BSCS","DSEY","262251529","02-05-2026","26043015274","P","24","02-05-2026","3312746","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926052053120049","CNSR","N","N","65.1","62.9","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D96886"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D96886"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D96886"
"ASN","BSCS","DSEY","262251530","02-05-2026","26043015283","P","25","02-05-2026","3312746","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926052053120050","CNSR","N","N","65.1","61.8","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D96888"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D96888"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D96888"
"ASN","BSCS","DSEY","262250928","25-04-2026","26042321576","P","3","24-04-2026","3443223","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926042053122316","CNSR","N","N","65.1","63.7","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D932B5"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D932B5"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D932B5"
"ASN","BSCS","DSEY","262250929","25-04-2026","26042321585","P","4","24-04-2026","3443223","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926042053122317","CNSR","N","N","65.1","63.1","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D932B7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D932B7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D932B7"
"ASN","BSCS","DSEY","262250930","25-04-2026","26042321594","P","5","24-04-2026","3443223","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926042053122318","CNSR","N","N","65.9","65.9","165","310.2","20442.18","0","25758","0","643.95","643.95","0","1288","","","","","","","27046","","E","DPO","3066.33","","","SB00D932B9"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1226.4","","","SB00D932B9"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1022.11","","","SB00D932B9"
"ASN","BSCS","DSEY","262250931","25-04-2026","26042321600","P","6","24-04-2026","3443223","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926042053122319","CNSR","N","N","65.1","60","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D932BB"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D932BB"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D932BB"
"ASN","BSCS","DSEY","262250932","25-04-2026","26042321619","P","7","24-04-2026","3443223","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926042053122320","CNSR","N","N","65.1","58.4","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D932BD"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D932BD"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D932BD"
"ASN","BSCS","DSEY","262250933","25-04-2026","26042321628","P","8","24-04-2026","3443223","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926042053122321","CNSR","N","N","65.1","64.2","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D932BE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D932BE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D932BE"
"ASN","BSCS","DSEY","262250934","25-04-2026","26042321637","P","9","24-04-2026","3443223","SAIL","20AAACS7062FAZJ","SAIL","19AAACS7062F6Z6","20AAAGM0289C1ZX","9926042053122322","CNSR","N","N","65.1","60","165","310.2","20194.02","0","25445","0","636.13","636.13","0","1273","","","","","","","26718","","E","DPO","3029.1","","","SB00D932BF"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","1211.51","","","SB00D932BF"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","1009.7","","","SB00D932BF"
"ASN","BSPC","DSEY","262151944","08-04-2026","26040722601","P","1","07-04-2026","3312746","SAIL","22AAACS7062F1ZO","SAIL","19AAACS7062F6Z6","19AAAGM0289C1ZG","9926042259120311","CNSR","N","N","195.3","187.2","165","1353.5","264338.55","0","333069","0","8326.73","8326.73","0","16654","","","","","","","349723","","E","DPO","39651.76","","","SB00D8BA97"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","15860.31","","","SB00D8BA97"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","13217.9","","","SB00D8BA97"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SB00D8BA97"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SB00D8BA97"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SB00D8BA97"
"ASN","BSPC","DSEY","262153094","02-05-2026","26043028685","P","10","01-05-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","21AAACS7062F2ZP","22AAAGM0289C1ZT","9926052259120061","CNSR","N","N","195.3","193.5","165","1353.5","264338.55","0","333069","0","8326.73","8326.73","0","16654","","","","","","","349723","","E","DPO","39651.76","","","SB00D969FE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","15860.31","","","SB00D969FE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","13217.9","","","SB00D969FE"
"ASN","BSPC","DSEY","262153095","02-05-2026","26043028676","P","11","01-05-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","21AAACS7062F2ZP","22AAAGM0289C1ZT","9926052259120062","CNSR","N","N","130.2","129","165","1353.5","176225.7","0","222046","0","5551.15","5551.15","0","11103","","","","","","","233149","","E","DPO","26434.51","","","SB00D96A02"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","10573.54","","","SB00D96A02"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","8811.94","","","SB00D96A02"
"ASN","BSPC","DSEY","262153096","02-05-2026","26043028603","P","12","01-05-2026","3312746","SAIL","22AAACS7062F1ZO","SAIL","21AAACS7062F2ZP","22AAAGM0289C1ZT","9926052259120063","CNSR","N","N","127.6","124.7","165","1353.5","172706.6","0","217612","0","5440.3","5440.3","0","10881","","","","","","","228493","","E","DPO","25906.63","","","SB00D96A0F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","10362.4","","","SB00D96A0F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","8635.97","","","SB00D96A0F"
"ASN","BSPC","DSEY","262153097","02-05-2026","26043028612","P","13","01-05-2026","3312746","SAIL","22AAACS7062F1ZO","SAIL","21AAACS7062F2ZP","22AAAGM0289C1ZT","9926052259120064","CNSR","N","N","63.9","63.9","165","1353.5","86488.65","0","108977","0","2724.43","2724.43","0","5449","","","","","","","114426","","E","DPO","12973.62","","","SB00D96A12"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","5189.32","","","SB00D96A12"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","4324.75","","","SB00D96A12"
"ASN","BSPC","DSEY","262153098","02-05-2026","26043028621","P","14","01-05-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","21AAACS7062F2ZP","22AAAGM0289C1ZT","9926052259120065","CNSR","N","N","325.5","323","165","1353.5","440564.25","0","555115","0","13877.88","13877.88","0","27756","","","","","","","582871","","E","DPO","66086.27","","","SB00D96A17"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","26433.86","","","SB00D96A17"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","22029.84","","","SB00D96A17"
"ASN","BSPC","DSEY","262153099","02-05-2026","26043028630","P","15","01-05-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","21AAACS7062F2ZP","22AAAGM0289C1ZT","9926052259120066","CNSR","N","N","325.5","322.3","165","1353.5","440564.25","0","555115","0","13877.88","13877.88","0","27756","","","","","","","582871","","E","DPO","66086.27","","","SB00D96A1A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","26433.86","","","SB00D96A1A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","22029.84","","","SB00D96A1A"
"ASN","BSPC","DSEY","262153100","02-05-2026","26043028658","P","16","01-05-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","21AAACS7062F2ZP","22AAAGM0289C1ZT","9926052259120067","CNSR","N","N","325.5","322.2","165","1353.5","440564.25","0","555115","0","13877.88","13877.88","0","27756","","","","","","","582871","","E","DPO","66086.27","","","SB00D96A1F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","26433.86","","","SB00D96A1F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","22029.84","","","SB00D96A1F"
"ASN","BSPC","DSEY","262153101","02-05-2026","26043028649","P","17","01-05-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","21AAACS7062F2ZP","22AAAGM0289C1ZT","9926052259120068","CNSR","N","N","325.5","322.9","165","1353.5","440564.25","0","555115","0","13877.88","13877.88","0","27756","","","","","","","582871","","E","DPO","66086.27","","","SB00D96A27"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","26433.86","","","SB00D96A27"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","22029.84","","","SB00D96A27"
"ASN","BSPC","DSEY","262153102","02-05-2026","26043028667","P","18","01-05-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","21AAACS7062F2ZP","22AAAGM0289C1ZT","9926052259120069","CNSR","N","N","325.5","322.8","165","1353.5","440564.25","0","555115","0","13877.88","13877.88","0","27756","","","","","","","582871","","E","DPO","66086.27","","","SB00D96A2C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","26433.86","","","SB00D96A2C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","22029.84","","","SB00D96A2C"
"ASN","BSPC","DSEY","262151945","08-04-2026","26040722610","P","2","07-04-2026","3312746","SAIL","22AAACS7062F1ZO","SAIL","19AAACS7062F6Z6","22AAAGM0289C1ZT","9926042259120312","CNSR","N","N","130.2","127","165","1353.5","176225.7","0","222046","0","5551.15","5551.15","0","11103","","","","","","","233149","","E","DPO","26434.51","","","SB00D8BA98"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","10573.54","","","SB00D8BA98"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","8811.94","","","SB00D8BA98"
"ASN","BSPC","DSEY","262151946","08-04-2026","26040722638","P","3","07-04-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","19AAACS7062F6Z6","22AAAGM0289C1ZT","9926042259120313","CNSR","N","N","325.5","323.2","165","1353.5","440564.25","0","555115","0","13877.88","13877.88","0","27756","","","","","","","582871","","E","DPO","66086.27","","","SB00D8BA99"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","26433.86","","","SB00D8BA99"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","22029.84","","","SB00D8BA99"
"ASN","BSPC","DSEY","262151947","08-04-2026","26040722629","P","4","07-04-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","19AAACS7062F6Z6","22AAAGM0289C1ZT","9926042259120314","CNSR","N","N","325.5","321","165","1353.5","440564.25","0","555115","0","13877.88","13877.88","0","27756","","","","","","","582871","","E","DPO","66086.27","","","SB00D8BA9B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","26433.86","","","SB00D8BA9B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","22029.84","","","SB00D8BA9B"
"ASN","BSPC","DSEY","262151948","08-04-2026","26040722647","P","5","07-04-2026","3312121","SAIL","22AAACS7062F1ZO","SAIL","19AAACS7062F6Z6","22AAAGM0289C1ZT","9926042259120315","CNSR","N","N","261","258.4","165","1353.5","353263.5","0","445115","0","11127.88","11127.88","0","22256","","","","","","","467371","","E","DPO","52990.83","","","SB00D8BAA1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","21195.81","","","SB00D8BAA1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TPRO","17664.48","","","SB00D8BAA1"
