"DVSN","STTN FROM","STTN TO","RR NO.","RR DATE","FNR","P/T","INVC NO.","INVC DATE","CMDT","CNSR","CNSR GSTIN","CNSG","CNSG GSTIN","RLY GSTIN","TAX INVCID","FREIGHT PAID BY","ADVANCE FREIGHT SCHEME","ROUND TRIP TRAFFIC","CHRG WGHT","ACTL WGHT","CHRG CLSS","RATE(Q)","BSC FRGT","POL","TOTL FRGT(EXCLUDE GST)","IGST","CGST","SGST","UGST","TOTL GST","TDS IGST","TDS CGST","TDS SGST","TDS UGST","TOTL TDS","TDS REGISTRATION NO.","TOTL FRGT(INCLUDE GST)","DMRG","P/M","OTHR CHRG CODE","OTHR CHRG AMNT","REBATE CODE","REBATE AMNT","E-PAYID"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","138917.87","","","SB00D8FA35"
"ASN","BYFS","DSEY","262012645","18-04-2026","26041322161","P","26","17-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140785","CNSG","N","N","4570.4","4507.4","165","587.2","2683738.88","0","3006373","150318.65","0","0","0","150319","","","","","","","3156692","","E","DCLA","26100","","","SB00D9057C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402560.83","","","SB00D9057C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154296.7","","","SB00D9057C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","8050.46","","","SB00D9057C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","268373.89","SB00D9057C"
"ASN","BYFS","DSEY","262012646","18-04-2026","26041218257","P","27","17-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140786","CNSG","N","N","4115.9","4006.2","165","587.2","2416856.48","0","2944982","147249.1","0","0","0","147250","","","","","","","3092232","","E","DCLA","26550","","","SB00D905A5"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","362528.47","","","SB00D905A5"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","138952.78","","","SB00D905A5"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","93.61","","","SB00D905A5"
"ASN","BYFS","DSEY","262012649","19-04-2026","26041419290","P","28","18-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140843","CNSG","N","N","4566.4","4480.8","165","587.2","2681390.08","0","3286532","164326.6","0","0","0","164327","","","","","","","3450859","","E","DCLA","34800","","","SB00D90DE6"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402208.51","","","SB00D90DE6"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154161.66","","","SB00D90DE6"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","13971.25","","","SB00D90DE6"
"ASN","BYFS","DSEY","262012650","20-04-2026","26041519998","P","29","19-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140869","CNSG","N","N","4593","4534.6","165","587.2","2697009.6","0","3447973","172398.65","0","0","0","172399","","","","","","","3620372","","E","DCLA","52200","","","SB00D91319"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","404551.44","","","SB00D91319"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","155059.68","","","SB00D91319"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","139151.65","","","SB00D91319"
"ASN","BYFS","DSEY","262012651","20-04-2026","26041520064","P","30","19-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140886","CNSG","N","N","4106.8","4098.6","165","587.2","2411512.96","0","3041274","152063.7","0","0","0","152064","","","","","","","3193338","","E","DCLA","43500","","","SB00D91435"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","361726.94","","","SB00D91435"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","138645.57","","","SB00D91435"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","85887.62","","","SB00D91435"
"ASN","BYFS","DSEY","262012652","21-04-2026","26041616440","P","31","20-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140924","CNSG","N","N","4574.8","4522.8","165","587.2","2686322.56","0","3089079","154453.95","0","0","0","154454","","","","","","","3243533","","E","DCLA","34800","","","SB00D91AD5"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402948.38","","","SB00D91AD5"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154445.25","","","SB00D91AD5"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","79194.23","","","SB00D91AD5"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","268632.26","SB00D91AD5"
"ASN","BYFS","DSEY","262012653","21-04-2026","26041719181","P","32","20-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140927","CNSG","N","N","4071.8","3947.4","165","587.2","2390960.96","0","2917756","145887.8","0","0","0","145888","","","","","","","3063644","","E","DCLA","26100","","","SB00D91ADC"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","358644.14","","","SB00D91ADC"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","137463.97","","","SB00D91ADC"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","4586.89","","","SB00D91ADC"
"ASN","BYFS","DSEY","242000615","21-04-2026","26041409530","P","33","20-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140946","CNSG","N","N","3374.8","3350.2","165","587.2","1981682.56","0","2582038","129101.9","0","0","0","129102","","","","","","","2711140","","E","DCLA","36000","","","SB00D91CDE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","297252.38","","","SB00D91CDE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","113933.25","","","SB00D91CDE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","153169.59","","","SB00D91CDE"
"ASN","BYFS","DSEY","262012654","22-04-2026","26041918029","P","34","21-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140951","CNSG","N","N","4069","3954.8","165","587.2","2389316.8","0","2913688","145684.4","0","0","0","145685","","","","","","","3059373","","E","DCLA","26100","","","SB00D91E2B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","358397.52","","","SB00D91E2B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","137369.44","","","SB00D91E2B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","2504.06","","","SB00D91E2B"
"ASN","BYFS","DSEY","262012655","22-04-2026","26041918083","P","35","21-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154140977","CNSG","N","N","4564.2","4448","165","587.2","2680098.24","0","3016658","150832.9","0","0","0","150833","","","","","","","3167491","","E","DCLA","34800","","","SB00D92265"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402014.74","","","SB00D92265"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154087.39","","","SB00D92265"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","13667.05","","","SB00D92265"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","268009.82","SB00D92265"
"ASN","BYFS","DSEY","262012656","23-04-2026","26041918205","P","36","22-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141024","CNSG","N","N","4581.8","4548.8","165","587.2","2690432.96","0","3144643","157232.15","0","0","0","157233","","","","","","","3301876","","E","DCLA","43500","","","SB00D92965"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","403564.94","","","SB00D92965"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154681.57","","","SB00D92965"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","121505.94","","","SB00D92965"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","269043.3","SB00D92965"
"ASN","BYFS","DSEY","262012657","23-04-2026","26042020570","P","37","22-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141026","CNSG","N","N","4573.2","4501","165","587.2","2685383.04","0","3357340","167867","0","0","0","167867","","","","","","","3525207","","E","DCLA","34800","","","SB00D9296E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402807.46","","","SB00D9296E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154391.23","","","SB00D9296E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FAUC","56298","","","SB00D9296E"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","23659.87","","","SB00D9296E"
"ASN","BYFS","DSEY","262012658","24-04-2026","26042020613","P","38","23-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141051","CNSG","N","N","4567","4467.2","165","587.2","2681742.4","0","3281411","164070.55","0","0","0","164071","","","","","","","3445482","","E","DCLA","34800","","","SB00D92C86"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402261.36","","","SB00D92C86"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154181.92","","","SB00D92C86"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","8424.9","","","SB00D92C86"
"ASN","BYFS","DSEY","262012659","25-04-2026","26042118468","P","39","24-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141142","CNSG","N","N","4564.4","4484.4","165","587.2","2680215.68","0","3287314","164365.7","0","0","0","164366","","","","","","","3451680","","E","DCLA","34800","","","SB00D93882"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402032.35","","","SB00D93882"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154094.14","","","SB00D93882"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","16171.08","","","SB00D93882"
"ASN","BYFS","DSEY","262012660","26-04-2026","26042118583","P","40","25-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141181","CNSG","N","N","4563.8","4505.2","165","587.2","2679863.36","0","3004983","150249.15","0","0","0","150250","","","","","","","3155233","","E","DCLA","26100","","","SB00D93E78"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","401979.5","","","SB00D93E78"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154073.89","","","SB00D93E78"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","10952.36","","","SB00D93E78"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","267986.34","SB00D93E78"
"ASN","BYFS","DSEY","262012661","26-04-2026","26041718757","P","41","25-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141182","CNSG","N","N","3787.4","3717.4","165","587.2","2223961.28","0","2737839","136891.95","0","0","0","136892","","","","","","","2874731","","E","DCLA","32400","","","SB00D93E80"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","333594.19","","","SB00D93E80"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","127862.62","","","SB00D93E80"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","20020.78","","","SB00D93E80"
"ASN","BYFS","DSEY","262012662","27-04-2026","26042218935","P","42","26-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141232","CNSG","N","N","4566.2","4486","165","587.2","2681272.64","0","3021516","151075.8","0","0","0","151076","","","","","","","3172592","","E","DCLA","34800","","","SB00D9460B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402190.9","","","SB00D9460B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154154.91","","","SB00D9460B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","17224.2","","","SB00D9460B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","268127.26","SB00D9460B"
"ASN","BYFS","DSEY","262012663","28-04-2026","26042117681","P","43","26-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","19AAAGM0289C1ZG","9926042154141259","CNSG","N","N","3035.8","2956","165","587.2","1782621.76","0","2180079","109003.95","0","0","0","109004","","","","","","","2289083","","E","DCLA","20250","","","SB00D94A2C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","267393.26","","","SB00D94A2C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","102488.61","","","SB00D94A2C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","7324.97","","","SB00D94A2C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SB00D94A2C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SB00D94A2C"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SB00D94A2C"
"ASN","BYFS","DSEY","262012664","28-04-2026","26042219077","P","44","27-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141293","CNSG","N","N","4565.2","4485.6","165","587.2","2680685.44","0","3271926","163596.3","0","0","0","163597","","","","","","","3435523","","E","DCLA","26100","","","SB00D94E3F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402102.82","","","SB00D94E3F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154121.15","","","SB00D94E3F"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","8916.33","","","SB00D94E3F"
"ASN","BYFS","DSEY","262012665","28-04-2026","26042306142","P","45","27-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141299","CNSG","N","N","4561.8","4464.4","165","587.2","2678688.96","0","3010815","150540.75","0","0","0","150541","","","","","","","3161356","","E","DCLA","34800","","","SB00D94E85"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","401803.34","","","SB00D94E85"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154006.37","","","SB00D94E85"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","9384.39","","","SB00D94E85"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","267868.9","SB00D94E85"
"ASN","BYFS","DSEY","262012666","29-04-2026","26042518622","P","46","28-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141337","CNSG","N","N","4567.2","4441.6","165","587.2","2681859.84","0","3427766","171388.3","0","0","0","171389","","","","","","","3599155","","E","DCLA","34800","","","SB00D954D4"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402278.98","","","SB00D954D4"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154188.67","","","SB00D954D4"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FAUC","133693","","","SB00D954D4"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","20945.19","","","SB00D954D4"
"ASN","BYFS","DSEY","262012667","30-04-2026","26042518747","P","47","29-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926042154141363","CNSG","N","N","4561.2","4444","165","587.2","2678336.64","0","2998986","149949.3","0","0","0","149950","","","","","","","3148936","","E","DCLA","26100","","","SB00D95941"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","401750.5","","","SB00D95941"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","153986.11","","","SB00D95941"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","6646.31","","","SB00D95941"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","267833.66","SB00D95941"
"ASN","BYFS","DSEY","262012669","01-05-2026","26042617507","P","48","30-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140026","CNSG","N","N","4113","4112.4","165","587.2","2415153.6","0","3099402","154970.1","0","0","0","154971","","","","","","","3254373","","E","DCLA","43500","","","SB00D964F1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","362273.04","","","SB00D964F1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","138854.88","","","SB00D964F1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","139619.73","","","SB00D964F1"
"ASN","BYFS","DSEY","262012668","01-05-2026","26042518507","P","49","30-04-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140013","CNSG","N","N","3917.7","3853.6","165","587.2","2300473.44","0","2819597","140979.85","0","0","0","140980","","","","","","","2960577","","E","DCLA","33600","","","SB00D962E4"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","345071.02","","","SB00D962E4"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","132261.55","","","SB00D962E4"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","8190.87","","","SB00D962E4"
"ASN","BYFS","DSEY","262012670","02-05-2026","26042724588","P","50","01-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140075","CNSG","N","N","4587","4565.2","165","587.2","2693486.4","0","3084978","154248.9","0","0","0","154249","","","","","","","3239227","","E","DCLA","43500","","","SB00D96C09"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","404022.96","","","SB00D96C09"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154857.12","","","SB00D96C09"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","58459.8","","","SB00D96C09"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","269348.64","SB00D96C09"
"ASN","BYFS","DSEY","262012671","02-05-2026","26042816135","P","51","01-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140076","CNSG","N","N","4560.8","4446.6","165","587.2","2678101.76","0","3011873","150593.65","0","0","0","150594","","","","","","","3162467","","E","DCLA","34800","","","SB00D96C22"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","401715.26","","","SB00D96C22"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","153972.61","","","SB00D96C22"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","11092.77","","","SB00D96C22"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","267810.18","SB00D96C22"
"ASN","BYFS","DSEY","262012673","04-05-2026","26042906483","P","52","03-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140193","CNSG","N","N","4072","3946.8","165","587.2","2391078.4","0","2927797","146389.85","0","0","0","146390","","","","","","","3074187","","E","DCLA","26100","","","SB00D97A92"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","358661.76","","","SB00D97A92"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","137470.72","","","SB00D97A92"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","14486.12","","","SB00D97A92"
"ASN","BYFS","DSEY","262012674","04-05-2026","26042906650","P","53","03-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140195","CNSG","N","N","4563","4505","165","587.2","2679393.6","0","3003738","150186.9","0","0","0","150187","","","","","","","3153925","","E","DCLA","26100","","","SB00D97AA7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","401909.04","","","SB00D97AA7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154046.88","","","SB00D97AA7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","10226.87","","","SB00D97AA7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","267939.36","SB00D97AA7"
"ASN","BYFS","DSEY","262012676","06-05-2026","26043025925","P","54","04-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140264","CNSG","N","N","4567.4","4521","165","587.2","2681977.28","0","3284807","164240.35","0","0","0","164241","","","","","","","3449048","","E","DCLA","34800","","","SB00D985DE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","402296.59","","","SB00D985DE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154195.42","","","SB00D985DE"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","11537.41","","","SB00D985DE"
"ASN","BYFS","DSEY","262012675","05-05-2026","26050112034","P","55","04-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140223","CNSG","N","N","4071.2","4006","165","587.2","2390608.64","0","2917986","145899.3","0","0","0","145900","","","","","","","3063886","","E","DCLA","26100","","","SB00D97E1B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","358591.3","","","SB00D97E1B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","137443.71","","","SB00D97E1B"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","5242.15","","","SB00D97E1B"
"ASN","BYFS","DSEY","262012677","06-05-2026","26050112122","P","56","05-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140303","CNSG","N","N","4105","4093","165","587.2","2410456","0","3004718","150235.9","0","0","0","150236","","","","","","","3154954","","E","DCLA","26100","","","SB00D98946"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","361568.4","","","SB00D98946"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","138584.8","","","SB00D98946"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","68008.02","","","SB00D98946"
"ASN","BYFS","DSEY","262012678","07-05-2026","26050315765","P","57","06-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140314","CNSG","N","N","4551.2","4370.2","165","587.2","2672464.64","0","2986679","149333.95","0","0","0","149334","","","","","","","3136013","","E","DCLA","26100","","","SB00D98B25"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","400869.7","","","SB00D98B25"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","153648.51","","","SB00D98B25"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","842.49","","","SB00D98B25"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","267246.46","SB00D98B25"
"ASN","BYFS","DSEY","262012679","07-05-2026","26050406456","P","58","07-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140345","CNSG","N","N","4563.4","4472.8","165","587.2","2679628.48","0","3004770","150238.5","0","0","0","150239","","","","","","","3155009","","E","DCLA","26100","","","SB00D99062"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","401944.27","","","SB00D99062"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","154060.38","","","SB00D99062"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","10999.15","","","SB00D99062"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GWIS","267962.85","SB00D99062"
"ASN","BYFS","DSEY","262012680","08-05-2026","26050406483","P","59","07-05-2026","1011290","SAIL","21AAACS7062F2ZP","SAIL","19AAACS7062F6Z6","21AAAGM0289C1ZV","9926052154140390","CNSG","N","N","4561.4","4474","165","587.2","2678454.08","0","2996776","149838.8","0","0","0","149839","","","","","","","3146615","","E","DCLA","26100","","","SB00D99685"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DPO","401768.11","","","SB00D99685"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DS","153992.86","","","SB00D99685"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POLA","4306.06","","","SB00D99685"
