DVSN,STTN FROM,STTN TO,RR NO.,RR DATE,FNR,P/T,INVC NO.,INVC DATE,CMDT,CNSR,CNSR GSTIN,CNSG,CNSG GSTIN,RLY GSTIN,TAX INVCID,FREIGHT PAID BY,ADVANCE FREIGHT SCHEME,ROUND TRIP TRAFFIC,CHRG WGHT,ACTL WGHT,CHRG CLSS,RATE(Q),BSC FRGT,POL,TOTL FRGT(EXCLUDE GST),IGST,CGST,SGST,UGST,TOTL GST,TDS IGST,TDS CGST,TDS SGST,TDS UGST,TOTL TDS,TDS REGISTRATION NO.,TOTL FRGT(INCLUDE GST),DMRG,P/M,OTHR CHRG CODE,OTHR CHRG AMNT,REBATE CODE,REBATE AMNT,E-PAYID,_source,WEIGHT_DIFF,WEIGHT_DIFF_PCT,FREIGHT_PER_TONNE,GST_RATE_PCT,HAS_DEMURRAGE,HAS_OTHER_CHARGES,ROUTE,DAY_OF_WEEK,MONTH,WEEK,CNSR_ENC,DVSN_ENC,ROUTE_ENC,IS_ANOMALY,ANOMALY_SCORE,BASIC_FREIGHT_CALC,GST_AMT_CALC,WEIGHT_RATIO
ADRA,BLSG,BSCS,262003693.0,2026-04-09,26040801999.0,P,1.0,2026-04-08,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140032.0,CNSR,N,N,4089.7,4081.2,145,1119.7,4579237.09,0.0,5858746.0,0.0,146468.65,146468.65,0.0,292938.0,0.0,0.0,0.0,0.0,0.0,,6151684.0,0.0,E,DCLA,17400.0,,0.0,SB00D8C462,Outward Freight Details (4).csv,8.5,0.208272076840145,1504.1895493556983,5.000011947949271,0,1,BLSG → BSCS,3,4,15,13,0,0,0,0.4944160508965675,45792370.9,2289618.545,1.0020827207684015
ADRA,BLSG,BSCS,262003694.0,2026-04-11,26041102512.0,P,2.0,2026-04-11,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140040.0,CNSR,N,N,4172.9,4172.9,145,1119.7,4672396.13,0.0,5766523.0,0.0,144163.08,144163.08,0.0,288327.0,0.0,0.0,0.0,0.0,0.0,,6054850.0,0.0,E,DCLA,26550.0,,0.0,SB00D8D444,Outward Freight Details (4).csv,0.0,0.0,1450.9933140022526,5.000014740251621,0,1,BLSG → BSCS,5,4,15,13,0,0,0,0.49807640684107946,46723961.300000004,2336198.0650000004,1.0
ADRA,BLSG,BSCS,262003696.0,2026-04-19,26041806089.0,P,3.0,2026-04-18,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140070.0,CNSR,N,N,4074.8,4066.7,145,1119.7,4562553.56,0.0,5624738.0,0.0,140618.45,140618.45,0.0,281237.0,0.0,0.0,0.0,0.0,0.0,,5905975.0,0.0,E,DCLA,17400.0,,0.0,SB00D90A17,Outward Freight Details (4).csv,8.100000000000364,0.1991786952566052,1449.3901541179937,5.000001777860587,0,1,BLSG → BSCS,6,4,16,13,0,0,0,0.48668794094370404,45625535.6,2281276.7800000003,1.001991786952566
ADRA,BLSG,BSCS,262003697.0,2026-04-20,26041903762.0,P,4.0,2026-04-19,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140072.0,CNSR,N,N,4082.3,4068.4,145,1119.7,4570951.31,0.0,5619438.0,0.0,140485.95,140485.95,0.0,280972.0,0.0,0.0,0.0,0.0,0.0,,5900410.0,0.0,E,DCLA,17400.0,,0.0,SB00D90F15,Outward Freight Details (4).csv,13.900000000000093,0.3416576541146419,1445.3641329642603,5.000001779537384,0,1,BLSG → BSCS,0,4,17,13,0,0,0,0.4844720632394708,45709513.1,2285475.6550000003,1.0034165765411465
ADRA,BLSG,BSCS,262003698.0,2026-04-23,26042201768.0,P,5.0,2026-04-22,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140084.0,CNSR,N,N,4071.7,4032.0,145,1119.7,4559082.49,0.0,5620547.0,0.0,140513.68,140513.68,0.0,281028.0,0.0,0.0,0.0,0.0,0.0,,5901575.0,0.0,E,DCLA,17400.0,,0.0,SB00D924D3,Outward Freight Details (4).csv,39.69999999999982,0.9846230158730114,1449.4130215880346,5.000011564710694,0,1,BLSG → BSCS,3,4,17,13,0,0,0,0.46989664894058564,45590824.9,2279541.245,1.00984623015873
ADRA,BLSG,BSCS,262003703.0,2026-05-03,26050201994.0,P,6.0,2026-05-02,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926052370140012.0,CNSR,N,N,4170.7,4168.1,145,1119.7,4669932.79,0.0,5772399.0,0.0,144309.98,144309.98,0.0,288620.0,0.0,0.0,0.0,0.0,0.0,,6061019.0,0.0,E,DCLA,35400.0,,0.0,SB00D96ED8,Outward Freight Details (4).csv,2.5999999999994543,0.062378541781614,1453.2378257846406,5.000000866190989,0,1,BLSG → BSCS,6,5,18,13,0,0,0,0.49890005223142736,46699327.9,2334966.395,1.0006237854178162
ADRA,BLSG,BSCS,262003705.0,2026-05-08,26050802359.0,P,7.0,2026-05-08,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926052370140036.0,CNSR,N,N,4083.3,4076.0,145,1119.7,4572071.01,0.0,5620790.0,0.0,140519.75,140519.75,0.0,281040.0,0.0,0.0,0.0,0.0,0.0,,5901830.0,0.0,E,DCLA,17400.0,,0.0,SB00D99897,Outward Freight Details (4).csv,7.300000000000182,0.1790971540726246,1445.3579212891534,5.000008895546712,0,1,BLSG → BSCS,4,5,19,13,0,0,0,0.47571992649156186,45720710.1,2286035.5050000004,1.0017909715407263
ADRA,BLSG,BSCS,262003706.0,2026-05-10,26051001674.0,P,8.0,2026-05-10,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926052370140048.0,CNSR,N,N,4155.6,4135.6,145,1119.7,4653025.32,0.0,5709993.0,0.0,142749.83,142749.83,0.0,285500.0,0.0,0.0,0.0,0.0,0.0,,5995493.0,0.0,E,DCLA,8850.0,,0.0,SB00D9A68C,Outward Freight Details (4).csv,20.0,0.4836057645807137,1442.7502647030512,5.000006129604713,0,1,BLSG → BSCS,6,5,19,13,0,0,0,0.4775317189221007,46530253.2,2326512.66,1.004836057645807
ADRA,BLSG,BSCS,262003707.0,2026-05-11,26051103042.0,P,9.0,2026-05-11,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926052370140052.0,CNSR,N,N,4160.6,4137.7,145,1119.7,4658623.82,0.0,5716753.0,0.0,142918.83,142918.83,0.0,285838.0,0.0,0.0,0.0,0.0,0.0,,6002591.0,0.0,E,DCLA,8850.0,,0.0,SB00D9ADAF,Outward Freight Details (4).csv,22.900000000000546,0.5534475674891981,1442.7224438782866,5.00000612235652,0,1,BLSG → BSCS,0,5,20,13,0,0,0,0.47678047024445647,46586238.2,2329311.91,1.005534475674892
ADRA,BRMS,BSCS,261001394.0,2026-04-19,26033028215.0,P,1.0,2026-04-18,1421312.0,BSLC,21AABCT2118C1Z7,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140838.0,CNSG,N,N,2894.6,2890.4,145,516.1,1493903.06,0.0,1966218.0,98310.9,0.0,0.0,0.0,98311.0,0.0,0.0,0.0,0.0,0.0,,2064529.0,0.0,E,DCLA,13200.0,,0.0,SB00D90D67,Outward Freight Details (4).csv,4.199999999999818,0.1453086078051418,713.234643819526,5.000005085906039,0,1,BRMS → BSCS,6,4,16,2,0,2,0,0.38256709441634956,14939030.600000001,746951.5300000001,1.0014530860780515
ADRA,BRMS,BSCS,261001396.0,2026-04-23,26040415242.0,P,2.0,2026-04-23,1421312.0,BSLC,21AABCT2118C1Z7,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141044.0,CNSG,N,N,3134.0,3131.0,145,516.1,1617457.4,0.0,2204713.0,110235.65,0.0,0.0,0.0,110236.0,0.0,0.0,0.0,0.0,0.0,,2314949.0,0.0,E,DCLA,20700.0,,0.0,SB00D92A87,Outward Freight Details (4).csv,3.0,0.0958160332162248,738.656349712827,5.000015875082154,0,1,BRMS → BSCS,3,4,17,2,0,2,0,0.37976939653796965,16174574.0,808728.7000000001,1.0009581603321622
ADRA,BRMS,BSCS,261001398.0,2026-04-28,26041306941.0,P,3.0,2026-04-26,1421312.0,BSLC,21AABCT2118C1Z7,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141276.0,CNSG,N,N,3025.4,2922.8,145,516.1,1561408.94,0.0,2014660.0,100733.0,0.0,0.0,0.0,100733.0,0.0,0.0,0.0,0.0,0.0,,2115393.0,0.0,E,DCLA,6750.0,,0.0,SB00D94C5D,Outward Freight Details (4).csv,102.59999999999992,3.5103325578212643,699.211013419713,5.0,0,1,BRMS → BSCS,1,4,18,2,0,2,0,0.37729092979880724,15614089.4,780704.4700000001,1.0351033255782127
ADRA,BUA,BSCS,262000753.0,2026-04-11,26021505313.0,P,2.0,2026-04-10,1421310.0,SBTC,22ACRFS0436P1ZO,SAIL,20AAACS7062FAZJ,22AAAGM0289C1ZT,9926042257140012.0,CNSG,N,N,4102.0,3805.3,145,835.8,3428451.6,0.0,4455762.0,222788.1,0.0,0.0,0.0,222789.0,0.0,0.0,0.0,0.0,0.0,,4678551.0,0.0,E,DCLA,17700.0,,0.0,SB00D8CF4F,Outward Freight Details (4).csv,296.6999999999998,7.797019945864974,1140.5536323744516,5.0000201985653625,0,1,BUA → BSCS,5,4,15,14,0,7,0,0.47547669361463213,34284516.0,1714225.8,1.0779701994586497
ADRA,BWSB,BSCS,161000591.0,2026-04-08,26040618742.0,P,1.0,2026-04-07,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080008.0,CNSG,N,N,2241.0,2192.8,145A,216.0,484056.0,345.6,484402.0,24220.1,0.0,0.0,0.0,24221.0,0.0,0.0,0.0,0.0,0.0,,508623.0,131370.0,E,POL1,345.6,,0.0,SB00D8BB69,Outward Freight Details (4).csv,48.19999999999982,2.1981028821597874,226.96251673360103,5.0001857960949785,1,1,BWSB → BSCS,2,4,15,0,0,8,0,0.44862217503947016,4840560.0,242028.0,1.0219810288215978
ADRA,BWSB,BSCS,161000599.0,2026-05-06,26042811778.0,P,10.0,2026-05-05,2991489.0,BCCL,19AAACB7934M2Z7,BPSP,20AABCB8976G1ZP,19AAAGM0289C1ZG,9926051953080008.0,CNSG,N,N,3355.4,3132.0,145A,216.0,724766.4,0.0,1311511.0,65575.55,0.0,0.0,0.0,65576.0,0.0,0.0,0.0,0.0,0.0,,1377087.0,220320.0,E,DCLA,7200.0,,0.0,SB00D9889C,Outward Freight Details (4).csv,223.4000000000001,7.132822477650066,410.4091911545568,5.00003431156887,1,1,BWSB → BSCS,2,5,19,0,0,8,0,0.4582196555973772,7247664.0,362383.2,1.0713282247765006
ADRA,BWSB,BSCS,161000600.0,2026-05-09,26043019340.0,P,11.0,2026-05-08,2991489.0,BCCL,19AAACB7934M2Z7,BPSP,20AABCB8976G1ZP,19AAAGM0289C1ZG,9926051953080012.0,CNSG,N,N,3481.6,3281.6,145A,216.0,752025.6,0.0,1924847.0,96242.35,0.0,0.0,0.0,96243.0,0.0,0.0,0.0,0.0,0.0,,2021090.0,197625.0,E,DCLA,15000.0,,0.0,SB00D99C0A,Outward Freight Details (4).csv,200.0,6.094588005850805,580.5060891544118,5.000033768917738,1,1,BWSB → BSCS,5,5,19,0,0,8,0,0.4573642935167237,7520256.0,376012.80000000005,1.060945880058508
ADRA,BWSB,BSCS,161000601.0,2026-05-12,26050720286.0,P,12.0,2026-05-11,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051953080014.0,CNSG,N,N,3053.8,2894.4,145A,216.0,659620.8,0.0,1879931.0,93996.55,0.0,0.0,0.0,93997.0,0.0,0.0,0.0,0.0,0.0,,1973928.0,177885.0,E,ENHC,790200.0,,0.0,SB00D9AF9B,Outward Freight Details (4).csv,159.4000000000001,5.507186290768383,646.3841770908376,5.000023937048753,1,1,BWSB → BSCS,1,5,20,0,0,8,0,0.4456892496236713,6596208.0,329810.4,1.0550718629076838
ADRA,BWSB,BSCS,161000602.0,2026-05-12,26050720295.0,P,13.0,2026-05-11,2991490.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051953080016.0,CNSG,N,N,1040.2,942.1,145A,216.0,224683.2,0.0,224684.0,11234.2,0.0,0.0,0.0,11235.0,0.0,0.0,0.0,0.0,0.0,,235919.0,0.0,E,,0.0,,0.0,SB00D9AF9F,Outward Freight Details (4).csv,98.10000000000002,10.41290733467785,226.8015766198808,5.000356055615887,0,0,BWSB → BSCS,1,5,20,0,0,8,0,0.5511072782741417,2246832.0,112341.6,1.1041290733467786
ADRA,BWSB,BSCS,161000590.0,2026-04-08,26040618751.0,P,2.0,2026-04-07,2991491.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080008.0,CNSG,N,N,1821.0,1749.2,145A,216.0,393336.0,777.6,896044.0,44802.2,0.0,0.0,0.0,44803.0,0.0,0.0,0.0,0.0,0.0,,940847.0,0.0,E,ENHC,370560.0,,0.0,SB00D8BB66,Outward Freight Details (4).csv,71.79999999999995,4.104733592499426,516.6650192202087,5.000089281329935,0,1,BWSB → BSCS,2,4,15,0,0,8,0,0.4614044578972716,3933360.0,196668.0,1.0410473359249943
ADRA,BWSB,BSCS,161000592.0,2026-04-20,26041617102.0,P,3.0,2026-04-19,2991489.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080020.0,CNSG,N,N,2027.8,1962.4,145A,216.0,438004.8,0.0,1736155.0,86807.75,0.0,0.0,0.0,86808.0,0.0,0.0,0.0,0.0,0.0,,1822963.0,0.0,E,DCLA,17700.0,,0.0,SB00D914E9,Outward Freight Details (4).csv,65.39999999999986,3.332653893192003,898.9856001578065,5.000014399635977,0,1,BWSB → BSCS,0,4,17,0,0,8,0,0.447237309159854,4380048.0,219002.40000000002,1.03332653893192
