DVSN,STTN FROM,STTN TO,RR NO.,RR DATE,FNR,P/T,INVC NO.,INVC DATE,CMDT,CNSR,CNSR GSTIN,CNSG,CNSG GSTIN,RLY GSTIN,TAX INVCID,FREIGHT PAID BY,ADVANCE FREIGHT SCHEME,ROUND TRIP TRAFFIC,CHRG WGHT,ACTL WGHT,CHRG CLSS,RATE(Q),BSC FRGT,POL,TOTL FRGT(EXCLUDE GST),IGST,CGST,SGST,UGST,TOTL GST,TDS IGST,TDS CGST,TDS SGST,TDS UGST,TOTL TDS,TDS REGISTRATION NO.,TOTL FRGT(INCLUDE GST),DMRG,P/M,OTHR CHRG CODE,OTHR CHRG AMNT,REBATE CODE,REBATE AMNT,E-PAYID,_source,WEIGHT_DIFF,WEIGHT_DIFF_PCT,FREIGHT_PER_TONNE,GST_RATE_PCT,HAS_DEMURRAGE,HAS_OTHER_CHARGES,ROUTE,DAY_OF_WEEK,MONTH,WEEK,CNSR_ENC,DVSN_ENC,ROUTE_ENC,IS_ANOMALY,ANOMALY_SCORE,BASIC_FREIGHT_CALC,GST_AMT_CALC,WEIGHT_RATIO
ADRA,BWSB,BSCS,161000593.0,2026-04-20,26041617096.0,P,4.0,2026-04-19,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080020.0,CNSG,N,N,2095.4,1927.9,145A,216.0,452606.4,0.0,452607.0,22630.35,0.0,0.0,0.0,22631.0,0.0,0.0,0.0,0.0,0.0,,475238.0,111510.0,E,,0.0,,0.0,SB00D914ED,Outward Freight Details (4).csv,167.5,8.688209969396752,226.80061086188795,5.000143612449652,1,0,BWSB → BSCS,0,4,17,0,0,8,0,0.4848842729362845,4526064.0,226303.2,1.0868820996939674
ADRA,BWSB,BSCS,161000594.0,2026-04-23,26042103952.0,P,5.0,2026-04-22,2991324.0,BCCL,19AAACB7934M2Z7,BPSP,20AABCB8976G1ZP,19AAAGM0289C1ZG,9926041953080020.0,CNSG,N,N,4105.6,3953.9,145A,216.0,886809.6,0.0,1562030.0,78101.5,0.0,0.0,0.0,78102.0,0.0,0.0,0.0,0.0,0.0,,1640132.0,53100.0,E,DCLA,35400.0,,0.0,SB00D926BF,Outward Freight Details (4).csv,151.70000000000027,3.836718176989815,399.4865549493375,5.000032009628496,1,1,BWSB → BSCS,3,4,17,0,0,8,0,0.43035546485450366,8868096.0,443404.80000000005,1.038367181769898
ADRA,BWSB,BSCS,161000595.0,2026-04-27,26042402844.0,P,6.0,2026-04-26,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080022.0,CNSG,N,N,2934.2,2774.6,145A,216.0,633787.2,0.0,1265579.0,63278.95,0.0,0.0,0.0,63279.0,0.0,0.0,0.0,0.0,0.0,,1328858.0,71340.0,E,DCLA,34800.0,,0.0,SB00D94488,Outward Freight Details (4).csv,159.5999999999999,5.752180494485688,452.8859655101902,5.000003950760877,1,1,BWSB → BSCS,0,4,18,0,0,8,0,0.4692698965067675,6337872.0,316893.60000000003,1.057521804944857
ADRA,BWSB,BSCS,161000596.0,2026-04-27,26042402853.0,P,7.0,2026-04-26,2991489.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080024.0,CNSG,N,N,1115.4,1003.7,145A,216.0,240926.4,0.0,247472.0,12373.6,0.0,0.0,0.0,12374.0,0.0,0.0,0.0,0.0,0.0,,259846.0,0.0,E,PCLA,6545.0,,0.0,SB00D9448D,Outward Freight Details (4).csv,111.70000000000005,11.128823353591716,232.96216603908908,5.000161634447534,0,1,BWSB → BSCS,0,4,18,0,0,8,0,0.5260422056155547,2409264.0,120463.20000000001,1.111288233535917
ADRA,BWSB,BSCS,161000597.0,2026-05-01,26042903981.0,P,8.0,2026-05-01,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051953080000.0,CNSG,N,N,3134.8,2923.9,145A,216.0,677116.8,0.0,1448170.0,72408.5,0.0,0.0,0.0,72409.0,0.0,0.0,0.0,0.0,0.0,,1520579.0,122572.5,E,ENHC,648480.0,,0.0,SB00D9643F,Outward Freight Details (4).csv,210.9000000000001,7.212968979787274,485.06411892305726,5.000034526333234,1,1,BWSB → BSCS,4,5,18,0,0,8,0,0.4719779893137202,6771168.0,338558.4,1.0721296897978727
ADRA,BWSB,BSCS,161000598.0,2026-05-01,26042903990.0,P,9.0,2026-05-01,2991491.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051953080002.0,CNSG,N,N,978.0,945.1,145A,216.0,211248.0,0.0,211248.0,10562.4,0.0,0.0,0.0,10563.0,0.0,0.0,0.0,0.0,0.0,,221811.0,0.0,E,,0.0,,0.0,SB00D96444,Outward Freight Details (4).csv,32.89999999999998,3.4811131097238364,226.80061349693253,5.000284026357646,0,0,BWSB → BSCS,4,5,18,0,0,8,0,0.47917513897924263,2112480.0,105624.0,1.0348111310972383
ADRA,BYFS,BSCS,261010400.0,2026-04-21,26041824225.0,P,10.0,2026-04-20,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140924.0,CNSG,N,N,4083.2,4052.2,165,549.1,2242085.12,0.0,2775404.0,138770.2,0.0,0.0,0.0,138771.0,0.0,0.0,0.0,0.0,0.0,,2914175.0,0.0,E,DCLA,34800.0,,0.0,SB00D91AC8,Outward Freight Details (4).csv,31.0,0.7650165342283205,713.6988146551724,5.000028824632378,0,1,BYFS → BSCS,1,4,17,13,0,10,0,0.372833089700531,22420851.2,1121042.56,1.0076501653422831
ADRA,BYFS,BSCS,261010408.0,2026-04-23,26042126582.0,P,11.0,2026-04-21,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141020.0,CNSG,N,N,4567.6,4449.8,165,549.1,2508069.16,0.0,3085956.0,154297.8,0.0,0.0,0.0,154298.0,0.0,0.0,0.0,0.0,0.0,,3240254.0,0.0,E,DCLA,34800.0,,0.0,SB00D92946,Outward Freight Details (4).csv,117.80000000000018,2.647309991460294,709.3996847359663,5.000006480973805,0,1,BYFS → BSCS,3,4,17,13,0,10,0,0.3604316331603609,25080691.6,1254034.58,1.026473099914603
ADRA,BYFS,BSCS,261010409.0,2026-04-23,26042202420.0,P,12.0,2026-04-22,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141022.0,CNSG,N,N,2966.8,2883.4,165,549.1,1629069.88,0.0,1994022.0,99701.1,0.0,0.0,0.0,99702.0,0.0,0.0,0.0,0.0,0.0,,2093724.0,0.0,E,DCLA,19800.0,,0.0,SB00D9294E,Outward Freight Details (4).csv,83.40000000000009,2.892418672400641,705.7179452608871,5.000045134908241,0,1,BYFS → BSCS,3,4,17,13,0,10,0,0.3743376728367965,16290698.8,814534.9400000001,1.0289241867240064
ADRA,BYFS,BSCS,261010419.0,2026-04-25,26042404222.0,P,13.0,2026-04-24,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141126.0,CNSG,N,N,3037.0,2955.4,165,549.1,1667616.7,0.0,2041322.0,102066.1,0.0,0.0,0.0,102067.0,0.0,0.0,0.0,0.0,0.0,,2143389.0,0.0,E,DCLA,20250.0,,0.0,SB00D935C0,Outward Freight Details (4).csv,81.59999999999991,2.76104757393246,705.7586433980903,5.000044089075609,0,1,BYFS → BSCS,5,4,17,13,0,10,0,0.3718300660391274,16676167.0,833808.3500000001,1.0276104757393245
ADRA,BYFS,BSCS,261010420.0,2026-04-25,26042005438.0,P,14.0,2026-04-24,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141152.0,CNSG,N,N,4073.4,4040.6,165,549.1,2236703.94,0.0,2730110.0,136505.5,0.0,0.0,0.0,136506.0,0.0,0.0,0.0,0.0,0.0,,2866616.0,0.0,E,DCLA,26100.0,,0.0,SB00D9397A,Outward Freight Details (4).csv,32.80000000000018,0.8117606296094685,703.740364314823,5.000018314280378,0,1,BYFS → BSCS,5,4,17,13,0,10,0,0.3656164721427954,22367039.400000002,1118351.9700000002,1.0081176062960946
ADRA,BYFS,BSCS,261010428.0,2026-04-27,26042524128.0,P,15.0,2026-04-25,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141228.0,CNSG,N,N,3123.2,3105.0,165,549.1,1714949.12,0.0,2236361.0,111818.05,0.0,0.0,0.0,111819.0,0.0,0.0,0.0,0.0,0.0,,2348180.0,0.0,E,DCLA,34500.0,,0.0,SB00D94599,Outward Freight Details (4).csv,18.19999999999981,0.5861513687600586,751.8506659836066,5.000042479724875,0,1,BYFS → BSCS,0,4,18,13,0,10,0,0.38595742586420156,17149491.2,857474.56,1.0058615136876006
ADRA,BYFS,BSCS,261010429.0,2026-04-27,26042603054.0,P,16.0,2026-04-26,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141228.0,CNSG,N,N,2969.0,2932.6,165,549.1,1630277.9,0.0,1998125.0,99906.25,0.0,0.0,0.0,99907.0,0.0,0.0,0.0,0.0,0.0,,2098032.0,0.0,E,DCLA,19800.0,,0.0,SB00D945C9,Outward Freight Details (4).csv,36.40000000000009,1.2412193957580335,706.6460087571573,5.000037535189239,0,1,BYFS → BSCS,0,4,18,13,0,10,0,0.36523360584345554,16302779.0,815138.9500000001,1.0124121939575803
ADRA,BYFS,BSCS,261010449.0,2026-05-01,26042901327.0,P,17.0,2026-04-29,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140008.0,CNSG,N,N,3036.6,2998.4,165,549.1,1667397.06,0.0,2038880.0,101944.0,0.0,0.0,0.0,101944.0,0.0,0.0,0.0,0.0,0.0,,2140824.0,0.0,E,DCLA,20250.0,,0.0,SB00D962BF,Outward Freight Details (4).csv,38.19999999999982,1.2740128068303034,705.0069156293223,5.0,0,1,BYFS → BSCS,4,5,18,13,0,10,0,0.3679881302177509,16673970.600000001,833698.5300000001,1.012740128068303
ADRA,BYFS,BSCS,261010450.0,2026-05-01,26042518844.0,P,18.0,2026-04-29,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140010.0,CNSG,N,N,4573.2,4499.8,165,549.1,2511144.12,0.0,3084707.0,154235.35,0.0,0.0,0.0,154236.0,0.0,0.0,0.0,0.0,0.0,,3238943.0,0.0,E,DCLA,34800.0,,0.0,SB00D962D2,Outward Freight Details (4).csv,73.39999999999964,1.6311836081603546,708.2443365695793,5.000021071693357,0,1,BYFS → BSCS,4,5,18,13,0,10,0,0.3587421518070062,25111441.2,1255572.06,1.0163118360816035
ADRA,BYFS,BSCS,261010466.0,2026-05-04,26050314456.0,P,19.0,2026-05-03,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140192.0,CNSG,N,N,3037.2,2994.2,165,549.1,1667726.52,0.0,2039559.0,101977.95,0.0,0.0,0.0,101978.0,0.0,0.0,0.0,0.0,0.0,,2141537.0,0.0,E,DCLA,20250.0,,0.0,SB00D97A86,Outward Freight Details (4).csv,43.0,1.4361098123037874,705.1023969445542,5.000002451510351,0,1,BYFS → BSCS,0,5,19,13,0,10,0,0.36436572791127825,16677265.200000001,833863.2600000001,1.0143610981230378
ADRA,BYFS,BSCS,261010473.0,2026-05-06,26043026146.0,P,20.0,2026-05-05,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140268.0,CNSG,N,N,4566.8,4478.0,165,549.1,2507629.88,0.0,3054540.0,152727.0,0.0,0.0,0.0,152727.0,0.0,0.0,0.0,0.0,0.0,,3207267.0,0.0,E,DCLA,26100.0,,0.0,SB00D98664,Outward Freight Details (4).csv,88.80000000000018,1.9830281375614152,702.3007357449417,5.0,0,1,BYFS → BSCS,2,5,19,13,0,10,0,0.36516290822550024,25076298.8,1253814.9400000002,1.0198302813756142
ADRA,BYFS,BSCS,261010474.0,2026-05-06,26050518797.0,P,21.0,2026-05-05,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140280.0,CNSG,N,N,4066.6,3959.2,165,549.1,2232970.06,0.0,2725976.0,136298.8,0.0,0.0,0.0,136299.0,0.0,0.0,0.0,0.0,0.0,,2862275.0,0.0,E,DCLA,26100.0,,0.0,SB00D987E7,Outward Freight Details (4).csv,107.40000000000008,2.7126692261062866,703.8496532730045,5.000007336821748,0,1,BYFS → BSCS,2,5,19,13,0,10,0,0.36032902561350705,22329700.6,1116485.03,1.027126692261063
